Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Aviom India Housing Finance,Finance,Series A,2192620.0,Delhi based housing finance company.,2018.0,Early Traction
GenRobotic,Market Research,Seed funding,584698.0,A Robotic Company.,2018.0,Validation
HeyHolidays,"Tourism, Travel",Seed funding,1000000.0,"HeyHolidays, a global player in online vacation rentals.",2018.0,Validation
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000.0,Amazon's Kindle Direct Publishing for Indian Languages,2018.0,Early Traction
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed funding,584698.0,SectorQube develops smart kitchen devices that make food automatically.,2018.0,Validation
Food Memories,"Food and Beverage, Food Processing",Seed funding,584698.0,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018.0,Validation
ZAMROO,"Internet, Marketplace, Shopping",Seed funding,584698.0,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018.0,Validation
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed funding,300000.0,Silversparro is a deep learning technology solution provider.,2018.0,Validation
Creator’s Gurukul,Facilities Support Services,Seed funding,584698.0,A coworking space provider.,2018.0,Validation
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed funding,364846.0,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018.0,Validation
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000.0,Predictive Healthcare Analytics Company,2018.0,Early Traction
Scapic,"Cloud Computing, Computer, SaaS, Software",Seed funding,500000.0,Virtual/Augmented Reality Start Up .,2018.0,Validation
6Degree,"Fashion, Lifestyle, Retail",Seed funding,400000.0,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018.0,Validation
Chrysalis (EZ Vidya),Education,Seed funding,584698.0,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018.0,Validation
Ekincare,Medical,Series A,1500000.0,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018.0,Early Traction
Streo,Music Streaming,Seed funding,584698.0,"Live stream music from nightclubs, bars & festivals!",2018.0,Validation
Groww,"Finance, Impact Investing, Internet",Seed funding,120000.0,Groww offers a new way of investing money.,2018.0,Validation
Cell Propulsion,—,Seed funding,102322.0,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018.0,Validation
Chezuba,"Internet, Social Entrepreneurship",Seed funding,20464.0,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018.0,Validation
Ontrack Technologies Pvt. Ltd,Retail,Seed funding,584698.0,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018.0,Validation
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Seed funding,500000.0,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018.0,Validation
Faclon Labs,"Cloud Computing, Computer, Software",Seed funding,584698.0,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018.0,Validation
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed funding,730873.0,Operations and manpower outsourcing startup,2018.0,Validation
CollPoll,Education,Seed funding,584698.0,World-class Enterprise System for Education.,2018.0,Validation
Zyla Health,"Health Care, Hospitality",Seed funding,584698.0,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018.0,Validation
Hubhopper,"Internet, Social News, Sports",Series A,500000.0,Get your daily dose of interest as summaries from news and magazine stories .,2018.0,Early Traction
Rubix108 Technologies,Information Technology,Seed funding,1000000.0,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018.0,Validation
Workflexi,Human Resources,Seed funding,146174.0,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018.0,Validation
Streak,Financial Services,Seed funding,328893.0,Algorithmic trading platform.,2018.0,Validation
Kuants,Financial Services,Seed funding,73087.0,Algorithmic trading platform.,2018.0,Validation
NiYO Solutions,"Finance, Financial Services, FinTech",Series A,13200000.0,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018.0,Early Traction
Hippo Video,"Customer Service, Software, Video, Video Streaming",Seed funding,584698.0,A video recording and sharing software.,2018.0,Validation
Satvacart,"E-Commerce, Food Processing",Seed funding,584698.0,Satvacart is a Gurgaon’s largest online supermarket,2018.0,Validation
Daaki,Health Care,Seed funding,584698.0,Sports Nutrition startup,2018.0,Validation
Simulanis,Training,Seed funding,500000.0,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018.0,Validation
MY CHIRAAG CAB,Travel,Seed funding,1000000.0,MY CHIRAAG CAB SERVICES PVT LTD,2018.0,Validation
WOTU,Food and Beverage,Seed funding,584698.0,It operates a business-to-business e-commerce portal for food and beverages.,2018.0,Validation
Flathalt,—,Seed funding,50000.0,FInd your Customized Home here.,2018.0,Validation
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed funding,730873.0,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018.0,Validation
Trendlyne Technologies,Financial Services,Seed funding,200000.0,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018.0,Validation
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,2049369.0,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018.0,Early Traction
HealthPlix,"Fitness, Health Care, Wellness",Series A,3000000.0,HealthPlix is a healthtech startup,2018.0,Early Traction
dishq,—,Seed funding,400000.0,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018.0,Validation
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",Seed funding,1100000.0,The boundaries between Human and Machines are shrinking fast.,2018.0,Validation
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,500000.0,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018.0,Early Traction
Trell,—,Seed funding,1250000.0,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018.0,Validation
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Seed funding,180000.0,Building future human capital through 21st Century Skills programs for K-12,2018.0,Validation
Log 9 Materials,Nanotechnology,Seed funding,438524.0,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018.0,Validation
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed funding,280655.0,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018.0,Validation
HousingMan.com,—,Seed funding,1505599.0,"New Apartments, Flats for Sale in Bangalore",2018.0,Validation
Steradian Semiconductors,—,Seed funding,584698.0,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018.0,Validation
RupeeCircle,"Financial Services, Lending, Peer to Peer",Seed funding,584698.0,RupeeCircle is a new age finance company.,2018.0,Validation
Wooden Street,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",Series A,1000000.0,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018.0,Early Traction
The Ken,Digital Media,Series A,1500000.0,The Ken is India’s first subscriptions-only business news site,2018.0,Early Traction
SaffronStays,—,Seed funding,2000000.0,SaffronStays connects travellers to India's Incredible hosts.,2018.0,Validation
Vebbler,"File Sharing, Personalization, Social Media",Seed funding,584698.0,A personal network for close people,2018.0,Validation
Foyr,"Home Decor, Interior Design",Series A,4200000.0,"Foyr.com is India's first online, automated interior designer",2018.0,Early Traction
MEngage,"Health Care, Medical Device, Mobile Apps",Seed funding,175000.0,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018.0,Validation
Inner Being Wellness,—,Seed funding,511611.0,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018.0,Validation
Kobster,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",Seed funding,584698.0,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018.0,Validation
Wishberry,"Crowdfunding, Finance, Financial Services",Series A,1461746.0,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018.0,Early Traction
McXtra,"Finance, Financial Services, Insurance",Seed funding,1300000.0,McXtra is a digital insurance broking startup.,2018.0,Validation
Magic Crate,"Children, Education, Online Portals",Seed funding,584698.0,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018.0,Validation
SmartVizX,"Software, Virtual Reality",Seed funding,1450000.0,It is a Virtual Reality Solutions StartUp,2018.0,Validation
MySEODoc,—,Seed funding,584698.0,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018.0,Validation
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed funding,2923.0,Digital Marketing Agency,2018.0,Validation
Scale Labs,—,Seed funding,1000000.0,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018.0,Validation
HungerBox,"B2B, Food and Beverage, Food Delivery",Series A,4500000.0,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018.0,Early Traction
Biryani By Kilo,"Catering, Food and Beverage, Food Delivery, Food Processing",Seed funding,1000000.0,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018.0,Validation
Wholesome Habits (EAT Anytime),"Food and Beverage, Snack Food",Seed funding,500000.0,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018.0,Validation
GoBumpr,"Automotive, E-Commerce, Mobile",Seed funding,600000.0,Car Service and Bike Service Mobile App,2018.0,Validation
Fixpocket,"Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",Seed funding,250000.0,Fixpocket is a internet-based startup.,2018.0,Validation
